graph,label,target_prompt,target_position,source_position
"[['earn living', 'is motivated by', '<extra_id_0>']]",clothing,summarize: earn living is motivated by <extra_id_0>,7,3
"[['swive', 'has context', '<extra_id_0>']]",dialectal,summarize: swive has context <extra_id_0>,8,2
"[['seeing art', 'has prerequisite', '<extra_id_0>']]",eyeballs,summarize: seeing art has prerequisite <extra_id_0>,6,2
"[['playing football', 'is used for', '<extra_id_0>']]",occupation,summarize: playing football is used for <extra_id_0>,7,3
"[['villain', 'is distinct from', '<extra_id_0>']]",saint,summarize: villain is distinct from <extra_id_0>,6,3
"[['skiing', 'causes', '<extra_id_0>']]",broken leg,summarize: skiing causes <extra_id_0>,4,1
"[['sating hunger', 'causes', '<extra_id_0>']]",eat too much,summarize: sating hunger causes <extra_id_0>,7,1
"[['fun', 'is', '<extra_id_0>']]",expensive,summarize: fun is <extra_id_0>,4,1
"[['committing suicide', 'is used for', '<extra_id_0>']]",hitler,summarize: committing suicide is used for <extra_id_0>,8,3
"[['driving to work', 'is used for', '<extra_id_0>']]",rush hour,summarize: driving to work is used for <extra_id_0>,8,3
"[['5', 'is a', '<extra_id_0>']]",number,summarize: 5 is a <extra_id_0>,6,4
"[['dressage', 'is a part of', '<extra_id_0>']]",three day event,summarize: dressage is a part of <extra_id_0>,9,5
"[['do crossword puzzle', 'is motivated by', '<extra_id_0>']]",challenging,summarize: do crossword puzzle is motivated by <extra_id_0>,9,3
"[['being on jury', 'causes desire', '<extra_id_0>']]",decide criminal's fate,summarize: being on jury causes desire <extra_id_0>,7,2
"[['extra sensory', 'is a form of', '<extra_id_0>']]",extrasensory,summarize: extra sensory is a form of <extra_id_0>,9,5
"[['flying kite', 'causes', '<extra_id_0>']]",crashes,summarize: flying kite causes <extra_id_0>,6,1
"[['play sports', 'has prerequisite', '<extra_id_0>']]",healthy,summarize: play sports has prerequisite <extra_id_0>,6,2
"[['tell story', 'has subevent', '<extra_id_0>']]",remember,summarize: tell story has subevent <extra_id_0>,8,4
"[['enigma', 'is in', '<extra_id_0>']]",quandry,summarize: enigma is in <extra_id_0>,7,2
"[['bone cell', 'is a part of', '<extra_id_0>']]",bone,summarize: bone cell is a part of <extra_id_0>,9,5
"[['fleas', 'is in', '<extra_id_0>']]",zoo,summarize: fleas is in <extra_id_0>,7,2
"[['soup', 'is in', '<extra_id_0>']]",container,summarize: soup is in <extra_id_0>,5,2
"[['armchair', 'is used for', '<extra_id_0>']]",watching television,summarize: armchair is used for <extra_id_0>,7,3
"[['wrench', 'is a manner of', '<extra_id_0>']]",writhe,summarize: wrench is a manner of <extra_id_0>,8,5
"[['run after ball', 'has subevent', '<extra_id_0>']]",catching,summarize: run after ball has subevent <extra_id_0>,9,4
"[['premeditate', 'is a manner of', '<extra_id_0>']]",chew over,summarize: premeditate is a manner of <extra_id_0>,10,5
"[['eastward', 'is distinct from', '<extra_id_0>']]",westward,summarize: eastward is distinct from <extra_id_0>,7,3
"[['candy', 'is a', '<extra_id_0>']]",food,summarize: candy is a <extra_id_0>,6,3
"[['get onto web', 'has subevent', '<extra_id_0>']]",learning,summarize: get onto web has subevent <extra_id_0>,9,4
"[['line of sight', 'has context', '<extra_id_0>']]",weaponry,summarize: line of sight has context <extra_id_0>,7,2
"[['chinese restaurant', 'is used for', '<extra_id_0>']]",going out for dinner,summarize: chinese restaurant is used for <extra_id_0>,10,3
"[['nop', 'is a form of', '<extra_id_0>']]",nope,summarize: nop is a form of <extra_id_0>,9,5
"[[""aren't"", 'is distinct from', '<extra_id_0>']]",isn't it,summarize: aren't is distinct from <extra_id_0>,9,3
"[['calash', 'is a part of', '<extra_id_0>']]",chaise,summarize: calash is a part of <extra_id_0>,9,5
"[['underclay', 'has context', '<extra_id_0>']]",geology,summarize: underclay has context <extra_id_0>,7,2
"[['finding truth', 'is used for', '<extra_id_0>']]",mystics,summarize: finding truth is used for <extra_id_0>,7,3
"[['hematophagous', 'is a form of', '<extra_id_0>']]",haematophagous,summarize: hematophagous is a form of <extra_id_0>,13,5
"[['rundown', 'is a', '<extra_id_0>']]",film,summarize: rundown is a <extra_id_0>,7,3
"[['adsorbed', 'is a form of', '<extra_id_0>']]",adsorb,summarize: adsorbed is a form of <extra_id_0>,10,5
"[['dock', 'is a manner of', '<extra_id_0>']]",enter,summarize: dock is a manner of <extra_id_0>,8,5
"[['falling in love', 'causes', '<extra_id_0>']]",happiness,summarize: falling in love causes <extra_id_0>,6,1
"[['silk', 'is distinct from', '<extra_id_0>']]",lace,summarize: silk is distinct from <extra_id_0>,6,3
"[['pizzeria', 'is a', '<extra_id_0>']]",shop,summarize: pizzeria is a <extra_id_0>,8,3
"[['magic tricks', 'is a form of', '<extra_id_0>']]",magic trick,summarize: magic tricks is a form of <extra_id_0>,9,5
"[['having heart attack', 'causes', '<extra_id_0>']]",fear of death,summarize: having heart attack causes <extra_id_0>,6,1
"[['joy', 'causes desire', '<extra_id_0>']]",sing,summarize: joy causes desire <extra_id_0>,5,2
"[['bridge', 'is used for', '<extra_id_0>']]",cross over,summarize: bridge is used for <extra_id_0>,6,3
"[['driving car', 'causes', '<extra_id_0>']]",arriving at destination,summarize: driving car causes <extra_id_0>,5,1
"[['fabric', 'is', '<extra_id_0>']]",smooth,summarize: fabric is <extra_id_0>,4,1
"[['trees', 'is capable of', '<extra_id_0>']]",die,summarize: trees is capable of <extra_id_0>,6,3
"[['self flagellation', 'has context', '<extra_id_0>']]",historical,summarize: self flagellation has context <extra_id_0>,8,2
"[['sight', 'is a part of', '<extra_id_0>']]",perception,summarize: sight is a part of <extra_id_0>,8,5
"[['people', 'is capable of', '<extra_id_0>']]",plan vacation,summarize: people is capable of <extra_id_0>,6,3
"[['tables', 'is', '<extra_id_0>']]",round,summarize: tables is <extra_id_0>,4,1
"[['football', 'is', '<extra_id_0>']]",rough,summarize: football is <extra_id_0>,4,1
"[['rafter', 'is in', '<extra_id_0>']]",attic,summarize: rafter is in <extra_id_0>,7,2
"[['vietnam war', 'is in', '<extra_id_0>']]",south vietnam,summarize: vietnam war is in <extra_id_0>,8,2
"[['move', 'is an antonym of', '<extra_id_0>']]",sit,summarize: move is an antonym of <extra_id_0>,9,6
"[['trumpet', 'is capable of', '<extra_id_0>']]",blaring,summarize: trumpet is capable of <extra_id_0>,6,3
"[['fleet', 'is a', '<extra_id_0>']]",steamship company,summarize: fleet is a <extra_id_0>,6,3
"[['dirty laundry', 'causes desire', '<extra_id_0>']]",clean room,summarize: dirty laundry causes desire <extra_id_0>,6,2
"[['snoring', 'causes', '<extra_id_0>']]",death,summarize: snoring causes <extra_id_0>,8,1
"[['buy fresh fruits and vegetables', 'is motivated by', '<extra_id_0>']]",stay healthy,summarize: buy fresh fruits and vegetables is motivated by <extra_id_0>,10,3
"[['knitting', 'causes', '<extra_id_0>']]",bleeding,summarize: knitting causes <extra_id_0>,4,1
"[['wally', 'is a form of', '<extra_id_0>']]",value,summarize: wally is a form of <extra_id_0>,9,5
"[['ambiguous', 'is distinct from', '<extra_id_0>']]",distinct,summarize: ambiguous is distinct from <extra_id_0>,8,3
"[['using computer', 'causes', '<extra_id_0>']]",stress,summarize: using computer causes <extra_id_0>,5,1
"[['autochthonous', 'is a synonym of', '<extra_id_0>']]",aboriginal,summarize: autochthonous is a synonym of <extra_id_0>,12,5
"[['fly high', 'is a manner of', '<extra_id_0>']]",feel,summarize: fly high is a manner of <extra_id_0>,9,5
"[['running event', 'is a', '<extra_id_0>']]",track sports event,summarize: running event is a <extra_id_0>,7,3
"[['buy food', 'is motivated by', '<extra_id_0>']]",need to eat,summarize: buy food is motivated by <extra_id_0>,7,3
"[['play harp', 'is motivated by', '<extra_id_0>']]",hear music,summarize: play harp is motivated by <extra_id_0>,9,3
"[['climbing mountain', 'has subevent', '<extra_id_0>']]",huff and puff,summarize: climbing mountain has subevent <extra_id_0>,8,4
"[['postamble', 'is an antonym of', '<extra_id_0>']]",preamble,summarize: postamble is an antonym of <extra_id_0>,11,6
"[['mounting', 'is a', '<extra_id_0>']]",positioning,summarize: mounting is a <extra_id_0>,6,3
"[['government', 'is in', '<extra_id_0>']]",capitol building,summarize: government is in <extra_id_0>,5,2
"[['reach impasse', 'has subevent', '<extra_id_0>']]",frustration,summarize: reach impasse has subevent <extra_id_0>,9,4
"[['work', 'is an antonym of', '<extra_id_0>']]",unemployed,summarize: work is an antonym of <extra_id_0>,9,6
"[['chimps', 'is capable of', '<extra_id_0>']]",use computer,summarize: chimps is capable of <extra_id_0>,9,3
"[['jump up and down', 'has prerequisite', '<extra_id_0>']]",squat,summarize: jump up and down has prerequisite <extra_id_0>,8,2
"[['wagon', 'is a synonym of', '<extra_id_0>']]",big dipper,summarize: wagon is a synonym of <extra_id_0>,8,5
"[['opera', 'is', '<extra_id_0>']]",boring,summarize: opera is <extra_id_0>,4,1
"[['taking examination', 'causes', '<extra_id_0>']]",anxiety,summarize: taking examination causes <extra_id_0>,5,1
"[['farmer', 'is capable of', '<extra_id_0>']]",seed plants,summarize: farmer is capable of <extra_id_0>,6,3
"[['teaspoon', 'is used for', '<extra_id_0>']]",making tea,summarize: teaspoon is used for <extra_id_0>,6,3
"[['play poker', 'has subevent', '<extra_id_0>']]",lose,summarize: play poker has subevent <extra_id_0>,8,4
"[['scourge', 'is a synonym of', '<extra_id_0>']]",correct,summarize: scourge is a synonym of <extra_id_0>,11,5
"[['computers', 'is in', '<extra_id_0>']]",space shuttle,summarize: computers is in <extra_id_0>,5,2
"[['entertaining', 'causes', '<extra_id_0>']]",gratification,summarize: entertaining causes <extra_id_0>,4,1
"[['playing sport', 'is used for', '<extra_id_0>']]",showing off,summarize: playing sport is used for <extra_id_0>,7,3
"[['new', 'is distinct from', '<extra_id_0>']]",antiquarian,summarize: new is distinct from <extra_id_0>,6,3
"[['rechurch', 'is an antonym of', '<extra_id_0>']]",unchurch,summarize: rechurch is an antonym of <extra_id_0>,11,6
"[['mount', 'has context', '<extra_id_0>']]",palmistry,summarize: mount has context <extra_id_0>,5,2
"[['learning language', 'causes', '<extra_id_0>']]",confidence,summarize: learning language causes <extra_id_0>,5,1
"[['non denumerable', 'is a form of', '<extra_id_0>']]",nondenumerable,summarize: non denumerable is a form of <extra_id_0>,12,5
"[['variate', 'is a synonym of', '<extra_id_0>']]",random variable,summarize: variate is a synonym of <extra_id_0>,9,5
"[['old boys', 'is a form of', '<extra_id_0>']]",old boy,summarize: old boys is a form of <extra_id_0>,9,5
"[['lighting match', 'has prerequisite', '<extra_id_0>']]",match,summarize: lighting match has prerequisite <extra_id_0>,6,2
"[['clothing store', 'is used for', '<extra_id_0>']]",shopping,summarize: clothing store is used for <extra_id_0>,7,3
"[[""it's"", 'is a form of', '<extra_id_0>']]",its,summarize: it's is a form of <extra_id_0>,10,5
"[['typing', 'causes', '<extra_id_0>']]",letter,summarize: typing causes <extra_id_0>,4,1
"[['knife', 'is used for', '<extra_id_0>']]",mashing,summarize: knife is used for <extra_id_0>,6,3
"[['most people', 'is capable of', '<extra_id_0>']]",tie knot,summarize: most people is capable of <extra_id_0>,7,3
"[['heifer', 'is in', '<extra_id_0>']]",farmyard,summarize: heifer is in <extra_id_0>,8,2
"[['making phone call', 'has subevent', '<extra_id_0>']]",falling asleep,summarize: making phone call has subevent <extra_id_0>,9,4
"[['pee', 'is', '<extra_id_0>']]",warm,summarize: pee is <extra_id_0>,5,1
"[['linesman', 'has context', '<extra_id_0>']]",football,summarize: linesman has context <extra_id_0>,6,2
"[['play soccer', 'is motivated by', '<extra_id_0>']]",victory,summarize: play soccer is motivated by <extra_id_0>,7,3
"[['core', 'is an antonym of', '<extra_id_0>']]",peripheral,summarize: core is an antonym of <extra_id_0>,9,6
"[['putting together', 'is a synonym of', '<extra_id_0>']]",composition,summarize: putting together is a synonym of <extra_id_0>,10,5
"[['sapodilla', 'is a part of', '<extra_id_0>']]",manilkara,summarize: sapodilla is a part of <extra_id_0>,13,5
"[['thread', 'is a manner of', '<extra_id_0>']]",guide,summarize: thread is a manner of <extra_id_0>,8,5
"[['euonymus', 'is a', '<extra_id_0>']]",dicot genus,summarize: euonymus is a <extra_id_0>,10,3
"[['float', 'is a manner of', '<extra_id_0>']]",launch,summarize: float is a manner of <extra_id_0>,9,5
"[['kangaroo', 'is capable of', '<extra_id_0>']]",jump up and down,summarize: kangaroo is capable of <extra_id_0>,10,3
"[['put on stand', 'is motivated by', '<extra_id_0>']]",hear testimony,summarize: put on stand is motivated by <extra_id_0>,8,3
"[['tights', 'is distinct from', '<extra_id_0>']]",stocking,summarize: tights is distinct from <extra_id_0>,7,3
"[['jet aircraft', 'is', '<extra_id_0>']]",loud,summarize: jet aircraft is <extra_id_0>,5,1
"[['crack', 'is a manner of', '<extra_id_0>']]",hit,summarize: crack is a manner of <extra_id_0>,8,5
"[['knitting', 'has prerequisite', '<extra_id_0>']]",patience,summarize: knitting has prerequisite <extra_id_0>,5,2
"[[""you're"", 'is distinct from', '<extra_id_0>']]",he's,summarize: you're is distinct from <extra_id_0>,8,3
"[['involved in accident', 'has subevent', '<extra_id_0>']]",damage,summarize: involved in accident has subevent <extra_id_0>,9,4
"[['thorax', 'is a part of', '<extra_id_0>']]",vertebrate,summarize: thorax is a part of <extra_id_0>,11,5
"[['children', 'is capable of', '<extra_id_0>']]",play chess,summarize: children is capable of <extra_id_0>,6,3
"[['having children', 'is capable of', '<extra_id_0>']]",age,summarize: having children is capable of <extra_id_0>,7,3
"[['amicability', 'is distinct from', '<extra_id_0>']]",contentiousness,summarize: amicability is distinct from <extra_id_0>,8,3
"[['divert', 'is a manner of', '<extra_id_0>']]",withdraw,summarize: divert is a manner of <extra_id_0>,9,5
"[['flower', 'is', '<extra_id_0>']]",yellow,summarize: flower is <extra_id_0>,4,1
"[['priest', 'is capable of', '<extra_id_0>']]",baptise,summarize: priest is capable of <extra_id_0>,6,3
"[['mimosa', 'is a', '<extra_id_0>']]",tangible thing,summarize: mimosa is a <extra_id_0>,8,3
"[['creating art', 'causes', '<extra_id_0>']]",pride,summarize: creating art causes <extra_id_0>,5,1
"[['inframaxillary', 'is a synonym of', '<extra_id_0>']]",mandibular,summarize: inframaxillary is a synonym of <extra_id_0>,13,5
"[['sloth', 'is in', '<extra_id_0>']]",night,summarize: sloth is in <extra_id_0>,6,2
"[['concrete', 'is', '<extra_id_0>']]",opaque,summarize: concrete is <extra_id_0>,4,1
"[['electrocuted', 'is a form of', '<extra_id_0>']]",electrocute,summarize: electrocuted is a form of <extra_id_0>,10,5
"[['carbon dioxide', 'is capable of', '<extra_id_0>']]",sublime,summarize: carbon dioxide is capable of <extra_id_0>,7,3
"[['program computer', 'has prerequisite', '<extra_id_0>']]",use computer,summarize: program computer has prerequisite <extra_id_0>,6,2
"[['long hair', 'is a form of', '<extra_id_0>']]",longhair,summarize: long hair is a form of <extra_id_0>,9,5
"[['tare', 'has context', '<extra_id_0>']]",sciences,summarize: tare has context <extra_id_0>,7,2
"[['buying products', 'has subevent', '<extra_id_0>']]",break,summarize: buying products has subevent <extra_id_0>,8,4
"[['eatery', 'is in', '<extra_id_0>']]",town,summarize: eatery is in <extra_id_0>,6,2
"[['wash clothes', 'has subevent', '<extra_id_0>']]",get wet,summarize: wash clothes has subevent <extra_id_0>,8,4
"[['fill', 'is distinct from', '<extra_id_0>']]",past,summarize: fill is distinct from <extra_id_0>,6,3
"[['kiss', 'has prerequisite', '<extra_id_0>']]",facing,summarize: kiss has prerequisite <extra_id_0>,5,2
"[['tell story', 'is motivated by', '<extra_id_0>']]",interesting,summarize: tell story is motivated by <extra_id_0>,7,3
"[['milk', 'is in', '<extra_id_0>']]",market,summarize: milk is in <extra_id_0>,5,2
"[['ring bell', 'is a synonym of', '<extra_id_0>']]",toll,summarize: ring bell is a synonym of <extra_id_0>,10,5
"[['bones', 'is', '<extra_id_0>']]",rigid,summarize: bones is <extra_id_0>,4,1
"[['trial', 'causes desire', '<extra_id_0>']]",hear testimony,summarize: trial causes desire <extra_id_0>,5,2
"[['picnic basket', 'is used for', '<extra_id_0>']]",packing,summarize: picnic basket is used for <extra_id_0>,7,3
"[['jealousy', 'causes desire', '<extra_id_0>']]",stab to death,summarize: jealousy causes desire <extra_id_0>,6,2
"[['riding horse', 'causes', '<extra_id_0>']]",blisters,summarize: riding horse causes <extra_id_0>,5,1
"[['highness', 'is a', '<extra_id_0>']]",aristocrat,summarize: highness is a <extra_id_0>,7,3
"[['sulfatide', 'has context', '<extra_id_0>']]",chemistry,summarize: sulfatide has context <extra_id_0>,9,2
